ano_lectivo,provincia,canton,parroquia,tipo_educacion,nivel_educacion,sostenimiento,area,regimen_escolar,total_docentes,total_estudiantes
2023-2024 Inicio,PICHINCHA,QUITO,JIPIJAPA,Ordinario,"Educación General Básica, Bachillerato y Ofertas Intensivas",Municipal,Urbana,Sierra,30,966
2023-2024 Inicio,PICHINCHA,QUITO,CHIMBACALLE,Ordinario,"Educación General Básica, Bachillerato y Ofertas Intensivas",Municipal,Urbana,Sierra,23,389
2023-2024 Inicio,PICHINCHA,QUITO,GUAMANI,Ordinario,Educación General Básica y Bachillerato,Municipal,Urbana,Sierra,54,1258
2023-2024 Inicio,PICHINCHA,QUITO,AMAGUAÑA,Ordinario,Educación General Básica y Bachillerato,Municipal,Rural,Sierra,10,209
2023-2024 Inicio,PICHINCHA,QUITO,ALANGASI,Ordinario,"Educación General Básica, Bachillerato y Ofertas Intensivas",Municipal,Rural,Sierra,17,247
2023-2024 Inicio,PICHINCHA,QUITO,BELISARIO QUEVEDO,Ordinario,"Educación General Básica, Bachillerato y Ofertas Intensivas",Municipal,Urbana,Sierra,18,271
2023-2024 Inicio,PICHINCHA,QUITO,GUAMANI,Ordinario,Educación General Básica y Bachillerato,Municipal,Urbana,Sierra,61,1261
2023-2024 Inicio,PICHINCHA,QUITO,PINTAG,Ordinario,Educación General Básica y Bachillerato,Municipal,Rural,Sierra,10,183
2023-2024 Inicio,PICHINCHA,QUITO,QUITUMBE,Ordinario,Educación General Básica y Bachillerato,Municipal,Urbana,Sierra,81,1505
2023-2024 Inicio,PICHINCHA,QUITO,TUMBACO,Ordinario,"Educación General Básica, Bachillerato y Ofertas Intensivas",Municipal,Rural,Sierra,27,468
2023-2024 Inicio,PICHINCHA,QUITO,GUAYLLABAMBA,Ordinario,"Educación General Básica, Bachillerato y Ofertas Intensivas",Municipal,Rural,Sierra,68,1464
2023-2024 Inicio,PICHINCHA,QUITO,IÑAQUITO,Ordinario,Educación General Básica y Bachillerato,Municipal,Urbana,Sierra,80,1662
2023-2024 Inicio,ORELLANA,LORETO,LORETO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Sierra,67,1354
2023-2024 Inicio,MANABI,PEDERNALES,COJIMIES,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,14,352
2023-2024 Inicio,PASTAZA,PASTAZA,SIMON BOLIVAR (CAB. EN MUSHULLACTA),Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,25,496
2023-2024 Inicio,GALAPAGOS,SANTA CRUZ,PUERTO AYORA,Ordinario,Educación General Básica y Bachillerato,Fiscal,Urbana,Costa,39,574
2023-2024 Inicio,NAPO,TENA,TENA,Ordinario,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Urbana,Sierra,112,2205
2023-2024 Inicio,TUNGURAHUA,SAN PEDRO DE PELILEO,PELILEO GRANDE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,29,517
2023-2024 Inicio,MANABI,MANTA,SANTA MARIANITA (BOCA DE PACOCHE),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,9,251
2023-2024 Inicio,LOJA,GONZANAMA,NAMBACOLA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Costa,27,383
2023-2024 Inicio,PICHINCHA,QUITO,NANEGAL,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Costa,18,294
2023-2024 Inicio,PICHINCHA,QUITO,NANEGALITO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Costa,29,542
2023-2024 Inicio,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,Ordinario,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Urbana,Sierra,140,3605
2023-2024 Inicio,GUAYAS,NARANJAL,TAURA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Costa,34,972
2023-2024 Inicio,GUAYAS,NOBOL,NARCISA DE JESUS,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,18,300
2023-2024 Inicio,COTOPAXI,LA MANA,LA MANA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,76,2233
2023-2024 Inicio,PICHINCHA,CAYAMBE,CAYAMBE,Ordinario,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Urbana,Sierra,99,2981
2023-2024 Inicio,SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,14,199
2023-2024 Inicio,PICHINCHA,CAYAMBE,CAYAMBE,Ordinario,"Educación Inicial, Bachillerato y Ofertas Intensivas",Fiscal,Urbana,Sierra,68,1846
2023-2024 Inicio,ESMERALDAS,SAN LORENZO,SAN LORENZO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,22,456
2023-2024 Inicio,COTOPAXI,SALCEDO,PANSALEO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,11,166
2023-2024 Inicio,AZUAY,GUALACEO,SAN JUAN,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,28,480
2023-2024 Inicio,MANABI,ROCAFUERTE,ROCAFUERTE,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,17,248
2023-2024 Inicio,LOS RIOS,QUEVEDO,SAN CAMILO,Ordinario,Educación General Básica y Bachillerato,Fiscal,Urbana,Costa,142,3836
2023-2024 Inicio,LOS RIOS,PALENQUE,PALENQUE,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,66,2110
2023-2024 Inicio,TUNGURAHUA,AMBATO,SAN BARTOLOME DE PINLLOG,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,38,622
2023-2024 Inicio,MANABI,CHONE,SAN ANTONIO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,3,81
2023-2024 Inicio,TUNGURAHUA,AMBATO,SAN BARTOLOME DE PINLLOG,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,17,196
2023-2024 Inicio,PICHINCHA,CAYAMBE,CAYAMBE,Ordinario,Educación General Básica y Bachillerato,Particular,Urbana,Sierra,11,21
2023-2024 Inicio,CHIMBORAZO,ALAUSI,ALAUSI,Ordinario,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Urbana,Sierra,24,428
2023-2024 Inicio,CHIMBORAZO,RIOBAMBA,LIZARZABURU,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Sierra,38,760
2023-2024 Inicio,GUAYAS,EL EMPALME,VELASCO IBARRA (CAB. EL EMPALME),Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,22,201
2023-2024 Inicio,GUAYAS,LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,27,382
2023-2024 Inicio,COTOPAXI,SAQUISILI,SAQUISILI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Sierra,21,412
2023-2024 Inicio,GUAYAS,LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,21,350
2023-2024 Inicio,PICHINCHA,QUITO,SOLANDA,Ordinario,Educación General Básica y Bachillerato,Particular,Urbana,Sierra,27,491
2023-2024 Inicio,GUAYAS,BALZAR,BALZAR,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,22,465
2023-2024 Inicio,SANTA ELENA,SALINAS,JOSE LUIS TAMAYO (MUEY),Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Rural,Costa,10,197
2023-2024 Inicio,CHIMBORAZO,RIOBAMBA,MALDONADO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Sierra,25,503
2023-2024 Inicio,GUAYAS,DAULE,LA AURORA (SATELITE),Ordinario,Educación General Básica y Bachillerato,Fiscal,Urbana,Costa,38,1021
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,LA CONCORDIA,Ordinario,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Rural,Costa,56,1050
2023-2024 Inicio,TUNGURAHUA,AMBATO,IZAMBA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Rural,Sierra,24,427
2023-2024 Inicio,TUNGURAHUA,AMBATO,LA PENINSULA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Sierra,14,140
2023-2024 Inicio,COTOPAXI,LATACUNGA,IGNACIO FLORES (PARQUE FLORES),Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Sierra,19,274
2023-2024 Inicio,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,18,385
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ZARACAY,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,18,399
2023-2024 Inicio,CHIMBORAZO,RIOBAMBA,LIZARZABURU,Ordinario,Educación General Básica y Bachillerato,Particular,Urbana,Sierra,19,216
2023-2024 Inicio,PICHINCHA,QUITO,COMITE DEL PUEBLO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Sierra,19,152
2023-2024 Inicio,TUNGURAHUA,AMBATO,IZAMBA,Ordinario,Educación General Básica y Bachillerato,Particular,Rural,Sierra,54,923
2023-2024 Inicio,ORELLANA,AGUARICO,NUEVO ROCAFUERTE,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Sierra,22,368
2023-2024 Inicio,AZUAY,CUENCA,NULTI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,17,221
2023-2024 Inicio,GUAYAS,GUAYAQUIL,FEBRES CORDERO,Ordinario,Educación General Básica y Bachillerato,Fiscal,Urbana,Costa,33,871
2023-2024 Inicio,MANABI,CHONE,SANTA RITA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,4,60
2023-2024 Inicio,AZUAY,CUENCA,GIL RAMIREZ DAVALOS,Ordinario,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Urbana,Sierra,57,1157
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,RIO VERDE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,9,167
2023-2024 Inicio,EL ORO,PASAJE,LA PEAÑA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Costa,32,645
2023-2024 Inicio,GUAYAS,DAULE,DAULE,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,27,1122
2023-2024 Inicio,PICHINCHA,CAYAMBE,OLMEDO (PESILLO),Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,27,548
2023-2024 Inicio,COTOPAXI,LATACUNGA,IGNACIO FLORES (PARQUE FLORES),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,62,1508
2023-2024 Inicio,CHIMBORAZO,RIOBAMBA,LIZARZABURU,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Sierra,89,2099
2023-2024 Inicio,CHIMBORAZO,GUANO,SAN ANDRES,Ordinario,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Rural,Sierra,24,222
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,BOMBOLI,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,3,48
2023-2024 Inicio,LOJA,PALTAS,ORIANGA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Costa,23,277
2023-2024 Inicio,ZAMORA CHINCHIPE,PALANDA,PALANDA,Ordinario,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Urbana,Sierra,43,758
2023-2024 Inicio,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,31,706
2023-2024 Inicio,LOJA,SARAGURO,SUMAYPAMBA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Costa,14,182
2023-2024 Inicio,MANABI,MONTECRISTI,MONTECRISTI,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,11,228
2023-2024 Inicio,TUNGURAHUA,BAÑOS DE AGUA SANTA,BAÑOS DE AGUA SANTA,Ordinario,Educación General Básica y Bachillerato,Fiscal,Urbana,Sierra,43,868
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ABRAHAM CALAZACON,Ordinario,Educación General Básica y Bachillerato,Fiscal,Urbana,Costa,27,307
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,1,18
2023-2024 Inicio,LOS RIOS,QUEVEDO,VIVA ALFARO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,31,764
2023-2024 Inicio,IMBABURA,OTAVALO,JORDAN,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Sierra,119,3179
2023-2024 Inicio,AZUAY,CUENCA,YANUNCAY,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Sierra,34,938
2023-2024 Inicio,GUAYAS,MILAGRO,ERNESTO SEMINARIO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,91,2237
2023-2024 Inicio,PICHINCHA,PUERTO QUITO,PUERTO QUITO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,3,56
2023-2024 Inicio,LOJA,CATAMAYO,CATAMAYO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Sierra,50,1064
2023-2024 Inicio,COTOPAXI,SALCEDO,SAN MIGUEL,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Sierra,55,1140
2023-2024 Inicio,LOS RIOS,BABAHOYO,CLEMENTE BAQUERIZO,Ordinario,Educación General Básica y Bachillerato,Particular,Urbana,Costa,78,1883
2023-2024 Inicio,PICHINCHA,PUERTO QUITO,PUERTO QUITO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,2,28
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,RIO VERDE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,14,314
2023-2024 Inicio,MANABI,PORTOVIEJO,SAN PABLO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,49,1315
2023-2024 Inicio,MANABI,FLAVIO ALFARO,FLAVIO ALFARO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,44,977
2023-2024 Inicio,SUCUMBIOS,LAGO AGRIO,PACAYACU,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,45,1026
2023-2024 Inicio,AZUAY,CUENCA,PACCHA,Ordinario,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Rural,Sierra,44,910
2023-2024 Inicio,LOS RIOS,VALENCIA,VALENCIA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,17,375
2023-2024 Inicio,GUAYAS,SIMON BOLIVAR,SIMON BOLIVAR,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,20,325
2023-2024 Inicio,EL ORO,LAS LAJAS,LA VICTORIA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,18,401
2023-2024 Inicio,LOJA,LOJA,SUCRE,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Sierra,38,566
2023-2024 Inicio,GUAYAS,PALESTINA,PALESTINA,Ordinario,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Urbana,Costa,47,1291
2023-2024 Inicio,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Rural,Costa,30,794
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EL ESFUERZO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Costa,14,152
2023-2024 Inicio,TUNGURAHUA,BAÑOS DE AGUA SANTA,ULBA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,11,77
2023-2024 Inicio,MORONA SANTIAGO,PALORA,PALORA (METZERA),Ordinario,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Urbana,Sierra,38,872
2023-2024 Inicio,LOJA,PALTAS,LOURDES,Ordinario,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Urbana,Costa,57,947
2023-2024 Inicio,GUAYAS,MILAGRO,ERNESTO SEMINARIO,Popular Permanente,Educación General Básica y Bachillerato,Fiscal,Urbana,Costa,4,119
2023-2024 Inicio,IMBABURA,IBARRA,LITA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,38,558
2023-2024 Inicio,PICHINCHA,QUITO,CONOCOTO,Ordinario,Educación General Básica y Bachillerato,Particular,Rural,Sierra,30,458
2023-2024 Inicio,PICHINCHA,QUITO,ALANGASI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Rural,Sierra,27,237
2023-2024 Inicio,MANABI,MANTA,LOS ESTEROS,Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Costa,11,180
2023-2024 Inicio,PICHINCHA,QUITO,CONOCOTO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Rural,Sierra,18,355
2023-2024 Inicio,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,20,802
2023-2024 Inicio,ESMERALDAS,ESMERALDAS,BARTOLOME RUIZ (CESAR FRANCO CARRION),Ordinario,Educación General Básica y Bachillerato,Particular,Urbana,Costa,17,71
2023-2024 Inicio,PICHINCHA,QUITO,CONOCOTO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Rural,Sierra,21,248
2023-2024 Inicio,PICHINCHA,QUITO,SOLANDA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Sierra,15,118
2023-2024 Inicio,PICHINCHA,QUITO,CONOCOTO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Rural,Sierra,17,260
2023-2024 Inicio,PICHINCHA,QUITO,CONOCOTO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Rural,Sierra,24,320
2023-2024 Inicio,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),Ordinario,Educación General Básica y Bachillerato,Particular,Urbana,Costa,17,253
2023-2024 Inicio,EL ORO,MACHALA,LA PROVIDENCIA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,39,1251
2023-2024 Inicio,EL ORO,MACHALA,LA PROVIDENCIA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,16,212
2023-2024 Inicio,MORONA SANTIAGO,MORONA,MACAS,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Sierra,33,436
2023-2024 Inicio,PICHINCHA,QUITO,ALANGASI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Rural,Sierra,56,538
2023-2024 Inicio,PICHINCHA,QUITO,TUMBACO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Rural,Sierra,20,117
2023-2024 Inicio,PICHINCHA,QUITO,CONOCOTO,Ordinario,Educación General Básica y Bachillerato,Particular,Rural,Sierra,18,239
2023-2024 Inicio,ESMERALDAS,ATACAMES,ATACAMES,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,26,368
2023-2024 Inicio,PICHINCHA,QUITO,CONOCOTO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Rural,Sierra,23,273
2023-2024 Inicio,PICHINCHA,QUITO,CHILIBULO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Sierra,54,599
2023-2024 Inicio,MANABI,PEDERNALES,PEDERNALES,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,19,339
2023-2024 Inicio,PICHINCHA,QUITO,CONOCOTO,Ordinario,Educación General Básica y Bachillerato,Particular,Rural,Sierra,13,108
2023-2024 Inicio,ESMERALDAS,ESMERALDAS,5 DE AGOSTO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,45,752
2023-2024 Inicio,CAÑAR,AZOGUES,AZOGUES,Ordinario,Educación General Básica y Bachillerato,Particular,Urbana,Sierra,70,1684
2023-2024 Inicio,PICHINCHA,QUITO,CONOCOTO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Rural,Sierra,123,1947
2023-2024 Inicio,AZUAY,CUENCA,SAN SEBASTIAN,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Sierra,21,522
2023-2024 Inicio,GUAYAS,GUAYAQUIL,FEBRES CORDERO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,8,124
2023-2024 Inicio,MANABI,MANTA,TARQUI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,39,826
2023-2024 Inicio,PICHINCHA,QUITO,ALANGASI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Rural,Sierra,41,694
2023-2024 Inicio,ESMERALDAS,ESMERALDAS,5 DE AGOSTO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,16,259
2023-2024 Inicio,PICHINCHA,QUITO,CONOCOTO,Ordinario,Educación General Básica y Bachillerato,Particular,Rural,Sierra,16,196
2023-2024 Inicio,PICHINCHA,QUITO,ALANGASI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Rural,Sierra,63,618
2023-2024 Inicio,GUAYAS,GUAYAQUIL,TENGUEL,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Rural,Costa,16,345
2023-2024 Inicio,MANABI,MANTA,TARQUI,Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Costa,8,96
2023-2024 Inicio,PICHINCHA,QUITO,CONOCOTO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Rural,Sierra,101,1466
2023-2024 Inicio,PICHINCHA,QUITO,ALANGASI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Rural,Sierra,18,91
2023-2024 Inicio,PICHINCHA,QUITO,CONOCOTO,Ordinario,Educación General Básica y Bachillerato,Particular,Rural,Sierra,73,1229
2023-2024 Inicio,EL ORO,MACHALA,LA PROVIDENCIA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,44,1079
