ano_lectivo,provincia,canton,parroquia,tipo_educacion,nivel_educacion,sostenimiento,area,regimen_escolar,total_docentes,total_estudiantes
2023-2024 Inicio,MANABI,MONTECRISTI,MONTECRISTI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,14,241
2023-2024 Inicio,MANABI,BOLIVAR,MEMBRILLO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Costa,14,212
2023-2024 Inicio,MANABI,JAMA,JAMA,Ordinario,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Urbana,Costa,21,428
2023-2024 Inicio,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,49,1470
2023-2024 Inicio,ESMERALDAS,SAN LORENZO,URBINA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Costa,12,190
2023-2024 Inicio,CAÑAR,AZOGUES,AZOGUES,Ordinario,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Urbana,Sierra,88,2471
2023-2024 Inicio,COTOPAXI,SALCEDO,SAN MIGUEL,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,9,127
2023-2024 Inicio,MANABI,PORTOVIEJO,PICOAZA,Ordinario,Educación General Básica y Bachillerato,Fiscal,Urbana,Costa,21,419
2023-2024 Inicio,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,23,589
2023-2024 Inicio,GUAYAS,NARANJAL,SANTA ROSA DE FLANDES,Ordinario,Educación General Básica y Bachillerato,Fiscal,Rural,Costa,17,329
2023-2024 Inicio,TUNGURAHUA,AMBATO,PISHILATA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Sierra,19,248
2023-2024 Inicio,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Sierra,40,425
2023-2024 Inicio,MANABI,JARAMIJO,JARAMIJO,Ordinario,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Urbana,Costa,79,2268
2023-2024 Inicio,COTOPAXI,LATACUNGA,IGNACIO FLORES (PARQUE FLORES),Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Sierra,95,2115
2023-2024 Inicio,PASTAZA,PASTAZA,CANELOS,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,21,306
2023-2024 Inicio,GUAYAS,BALZAR,BALZAR,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,22,476
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,RIO VERDE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,6,110
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EL ESFUERZO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,8,154
2023-2024 Inicio,IMBABURA,IBARRA,SAN FRANCISCO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Sierra,81,2050
2023-2024 Inicio,AZUAY,CUENCA,HERMANO MIGUEL,Ordinario,Educación General Básica y Bachillerato,Fiscal,Urbana,Sierra,11,214
2023-2024 Inicio,IMBABURA,COTACACHI,QUIROGA,Ordinario,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Rural,Sierra,38,596
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,RIO VERDE,Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Costa,11,185
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,RIO VERDE,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,26,494
2023-2024 Inicio,AZUAY,CUENCA,EL VECINO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Sierra,40,725
2023-2024 Inicio,CAÑAR,AZOGUES,AZOGUES,Ordinario,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Urbana,Sierra,72,1573
2023-2024 Inicio,ESMERALDAS,ESMERALDAS,5 DE AGOSTO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,67,1047
2023-2024 Inicio,ZAMORA CHINCHIPE,CHINCHIPE,SAN ANDRES,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,11,100
2023-2024 Inicio,COTOPAXI,LA MANA,LA MANA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,18,252
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,LA CONCORDIA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,74,1961
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,LUZ DE AMERICA,Ordinario,Educación General Básica y Bachillerato,Fiscal,Rural,Costa,53,1342
2023-2024 Inicio,MANABI,EL CARMEN,EL CARMEN,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,27,676
2023-2024 Inicio,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,20,405
2023-2024 Inicio,LOJA,PALTAS,CASANGA,Ordinario,Educación General Básica y Bachillerato,Fiscal,Rural,Costa,14,82
2023-2024 Inicio,ESMERALDAS,ATACAMES,TONCHIGUE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,16,395
2023-2024 Inicio,MANABI,PORTOVIEJO,12 DE MARZO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,19,435
2023-2024 Inicio,GUAYAS,GENERAL ANTONIO ELIZALDE,GENERAL ANTONIO ELIZALDE (BUCAY),Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,18,401
2023-2024 Inicio,TUNGURAHUA,CEVALLOS,CEVALLOS,Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Sierra,19,435
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,PUERTO LIMON,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,7,68
2023-2024 Inicio,PICHINCHA,RUMIÑAHUI,SANGOLQUI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Sierra,16,298
2023-2024 Inicio,CARCHI,TULCAN,MALDONADO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,16,266
2023-2024 Inicio,ESMERALDAS,ELOY ALFARO,MALDONADO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Costa,38,693
2023-2024 Inicio,SANTA ELENA,SANTA ELENA,BALLENITA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,11,162
2023-2024 Inicio,MANABI,CHONE,CHONE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,27,508
2023-2024 Inicio,MANABI,PICHINCHA,PICHINCHA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,17,317
2023-2024 Inicio,SANTA ELENA,SANTA ELENA,MANGLARALTO,Ordinario,Educación General Básica y Bachillerato,Fiscal,Rural,Costa,38,692
2023-2024 Inicio,MANABI,CHONE,SANTA RITA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,14,200
2023-2024 Inicio,CAÑAR,CAÑAR,DUCUR,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Costa,19,307
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,RIO VERDE,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,52,1122
2023-2024 Inicio,CHIMBORAZO,PENIPE,SAN ANTONIO DE BAYUSHIG,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,19,272
2023-2024 Inicio,MANABI,CHONE,CONVENTO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,2,44
2023-2024 Inicio,GUAYAS,DAULE,DAULE,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,22,285
2023-2024 Inicio,LOJA,LOJA,YANGANA (ARSENIO CASTILLO),Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,14,176
2023-2024 Inicio,ZAMORA CHINCHIPE,NANGARITZA,ZURMI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,11,77
2023-2024 Inicio,MANABI,CHONE,ELOY ALFARO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Costa,22,350
2023-2024 Inicio,LOS RIOS,VENTANAS,10 DE NOVIEMBRE,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,79,1878
2023-2024 Inicio,MANABI,CHONE,CHIBUNGA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,6,91
2023-2024 Inicio,COTOPAXI,LATACUNGA,ALAQUEZ (ALAQUES),Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,36,647
2023-2024 Inicio,LOJA,LOJA,SUCRE,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Sierra,46,725
2023-2024 Inicio,MANABI,JIPIJAPA,MANUEL INOCENCIO PARRALES Y GUALE,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,53,795
2023-2024 Inicio,AZUAY,PAUTE,CHICAN (GUILLERMO ORTEGA),Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,18,210
2023-2024 Inicio,TUNGURAHUA,AMBATO,PASA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,11,101
2023-2024 Inicio,ZAMORA CHINCHIPE,NANGARITZA,ZURMI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,11,134
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,MONTERREY,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,5,95
2023-2024 Inicio,GUAYAS,LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,45,1141
2023-2024 Inicio,COTOPAXI,LATACUNGA,ELOY ALFARO (SAN FELIPE),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,9,119
2023-2024 Inicio,PICHINCHA,QUITO,TURUBAMBA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Sierra,75,2065
2023-2024 Inicio,COTOPAXI,LATACUNGA,IGNACIO FLORES (PARQUE FLORES),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,6,119
2023-2024 Inicio,COTOPAXI,LATACUNGA,TANICUCHI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,67,1527
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,PUERTO LIMON,Ordinario,Educación General Básica y Bachillerato,Fiscal,Rural,Costa,17,279
2023-2024 Inicio,LOS RIOS,BABAHOYO,CLEMENTE BAQUERIZO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,50,913
2023-2024 Inicio,BOLIVAR,CALUMA,CALUMA,Ordinario,Educación General Básica y Bachillerato,Particular,Urbana,Costa,14,225
2023-2024 Inicio,CHIMBORAZO,RIOBAMBA,VELOZ,Ordinario,Educación General Básica y Bachillerato,Fiscomisional,Urbana,Sierra,56,998
2023-2024 Inicio,MANABI,FLAVIO ALFARO,FLAVIO ALFARO,Ordinario,Educación General Básica y Bachillerato,Fiscal,Urbana,Costa,31,574
2023-2024 Inicio,COTOPAXI,SALCEDO,SAN MIGUEL,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,5,46
2023-2024 Inicio,LOS RIOS,BABAHOYO,PIMOCHA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Costa,30,656
2023-2024 Inicio,GUAYAS,PLAYAS,GENERAL VILLAMIL (PLAYAS),Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,28,514
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,13,213
2023-2024 Inicio,IMBABURA,IBARRA,LA ESPERANZA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,11,111
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,84,2391
2023-2024 Inicio,TUNGURAHUA,SAN PEDRO DE PELILEO,PELILEO,Ordinario,Educación General Básica y Bachillerato,Fiscal,Urbana,Sierra,40,1139
2023-2024 Inicio,TUNGURAHUA,SAN PEDRO DE PELILEO,BENITEZ (PACHANLICA),Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,18,306
2023-2024 Inicio,COTOPAXI,SIGCHOS,ISINLIVI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,12,120
2023-2024 Inicio,IMBABURA,IBARRA,SAN FRANCISCO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Sierra,64,1295
2023-2024 Inicio,GUAYAS,GUAYAQUIL,PASCUALES,Ordinario,Educación General Básica y Bachillerato,Fiscal,Urbana,Costa,61,2323
2023-2024 Inicio,LOS RIOS,VENTANAS,ZAPOTAL,Ordinario,Educación General Básica y Bachillerato,Fiscal,Rural,Costa,15,287
2023-2024 Inicio,CARCHI,MONTUFAR,SAN JOSE,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Sierra,72,1310
2023-2024 Inicio,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Sierra,12,166
2023-2024 Inicio,AZUAY,CUENCA,MACHANGARA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Sierra,43,846
2023-2024 Inicio,CAÑAR,AZOGUES,RIVERA,Ordinario,Educación General Básica y Bachillerato,Fiscal,Rural,Sierra,9,133
2023-2024 Inicio,CHIMBORAZO,ALAUSI,ACHUPALLAS,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,34,523
2023-2024 Inicio,TUNGURAHUA,PATATE,SUCRE (CAB. EN SUCRE-PATATE URCU),Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,24,442
2023-2024 Inicio,MANABI,SANTA ANA,AYACUCHO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Costa,51,933
2023-2024 Inicio,CARCHI,SAN PEDRO DE HUACA,MARISCAL SUCRE,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,20,261
2023-2024 Inicio,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,122,1692
2023-2024 Inicio,GUAYAS,MILAGRO,MARISCAL SUCRE (HUAQUES),Ordinario,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Rural,Costa,66,1672
2023-2024 Inicio,MANABI,FLAVIO ALFARO,FLAVIO ALFARO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,18,246
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,BOMBOLI,Ordinario,Educación General Básica y Bachillerato,Fiscal,Urbana,Costa,22,461
2023-2024 Inicio,SANTA ELENA,SANTA ELENA,SANTA ELENA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,20,395
2023-2024 Inicio,PICHINCHA,RUMIÑAHUI,SANGOLQUI,Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Sierra,20,209
2023-2024 Inicio,GUAYAS,SIMON BOLIVAR,SIMON BOLIVAR,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,15,277
2023-2024 Inicio,GUAYAS,SALITRE,JUNQUILLAL,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Costa,25,547
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,RIO TOACHI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,39,1070
2023-2024 Inicio,TUNGURAHUA,AMBATO,IZAMBA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Rural,Sierra,29,437
2023-2024 Inicio,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Sierra,21,415
2023-2024 Inicio,PICHINCHA,QUITO,CHILLOGALLO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Sierra,68,1926
2023-2024 Inicio,GUAYAS,EL EMPALME,VELASCO IBARRA (CAB. EL EMPALME),Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,18,328
2023-2024 Inicio,MANABI,BOLIVAR,MEMBRILLO,Ordinario,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Rural,Costa,32,575
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ABRAHAM CALAZACON,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,42,1028
2023-2024 Inicio,MANABI,CHONE,SANTA RITA,Ordinario,Educación General Básica y Bachillerato,Fiscal,Urbana,Costa,11,181
2023-2024 Inicio,COTOPAXI,SALCEDO,CUSUBAMBA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,2,45
2023-2024 Inicio,CHIMBORAZO,RIOBAMBA,VELOZ,Ordinario,Educación General Básica y Bachillerato,Fiscomisional,Urbana,Sierra,26,690
2023-2024 Inicio,ESMERALDAS,ELOY ALFARO,BORBON,Ordinario,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Rural,Costa,44,1413
2023-2024 Inicio,PICHINCHA,RUMIÑAHUI,SANGOLQUI,Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Sierra,9,77
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,CHIGUILPE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,29,573
2023-2024 Inicio,MANABI,EL CARMEN,EL CARMEN,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,17,316
2023-2024 Inicio,GALAPAGOS,SANTA CRUZ,PUERTO AYORA,Ordinario,Educación General Básica y Bachillerato,Fiscal,Urbana,Costa,31,536
2023-2024 Inicio,EL ORO,PORTOVELO,SALATI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Costa,12,196
2023-2024 Inicio,LOS RIOS,BABAHOYO,LA UNION,Ordinario,Educación General Básica y Bachillerato,Particular,Rural,Costa,13,164
2023-2024 Inicio,CHIMBORAZO,PALLATANGA,PALLATANGA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,15,196
2023-2024 Inicio,COTOPAXI,PUJILI,PUJILI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Sierra,19,185
2023-2024 Inicio,PICHINCHA,QUITO,BELISARIO QUEVEDO,Ordinario,Educación General Básica y Bachillerato,Fiscomisional,Urbana,Sierra,19,375
2023-2024 Inicio,AZUAY,CUENCA,LLACAO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,18,318
2023-2024 Inicio,AZUAY,GUALACEO,GUALACEO,Ordinario,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Urbana,Sierra,49,954
2023-2024 Inicio,AZUAY,CUENCA,SUCRE,Ordinario,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Urbana,Sierra,47,926
2023-2024 Inicio,AZUAY,CUENCA,YANUNCAY,Ordinario,Educación General Básica y Bachillerato,Fiscal,Urbana,Sierra,41,911
2023-2024 Inicio,ESMERALDAS,QUININDE,LA UNION,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Costa,20,332
2023-2024 Inicio,MANABI,CHONE,SAN ANTONIO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,3,50
2023-2024 Inicio,GUAYAS,MILAGRO,ERNESTO SEMINARIO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,85,1555
2023-2024 Inicio,CHIMBORAZO,RIOBAMBA,SAN LUIS,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,28,445
2023-2024 Inicio,GUAYAS,MILAGRO,ERNESTO SEMINARIO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,12,349
2023-2024 Inicio,NAPO,TENA,PUERTO MISAHUALLI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,34,467
2023-2024 Inicio,LOS RIOS,MOCACHE,MOCACHE,Ordinario,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Urbana,Costa,84,2209
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ABRAHAM CALAZACON,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,16,337
2023-2024 Inicio,GUAYAS,MILAGRO,ERNESTO SEMINARIO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,21,442
2023-2024 Inicio,ESMERALDAS,ESMERALDAS,ESMERALDAS,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,40,522
2023-2024 Inicio,AZUAY,CUENCA,MOLLETURO,Ordinario,Educación General Básica y Bachillerato,Fiscal,Rural,Sierra,13,231
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,CHIGUILPE,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,31,666
2023-2024 Inicio,PASTAZA,PASTAZA,PUYO,Ordinario,Educación Inicial y Educación General Básica,Fiscomisional,Urbana,Sierra,16,158
2023-2024 Inicio,ORELLANA,LORETO,SAN VICENTE DE HUATICOCHA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,16,246
2023-2024 Inicio,GUAYAS,NARANJITO,NARANJITO,Ordinario,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Urbana,Costa,41,1179
2023-2024 Inicio,BOLIVAR,SAN MIGUEL,SAN PABLO (SAN PABLO DE ATENAS),Ordinario,Educación General Básica y Bachillerato,Fiscal,Rural,Sierra,11,126
2023-2024 Inicio,MANABI,BOLIVAR,CALCETA,Ordinario,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Urbana,Costa,61,1499
2023-2024 Inicio,LOS RIOS,MONTALVO,MONTALVO,Ordinario,Educación General Básica y Bachillerato,Fiscal,Urbana,Costa,9,117
2023-2024 Inicio,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Costa,19,277
2023-2024 Inicio,CARCHI,BOLIVAR,MONTE OLIVO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,17,228
2023-2024 Inicio,MANABI,MONTECRISTI,MONTECRISTI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,19,499
2023-2024 Inicio,MANABI,MONTECRISTI,ANIBAL SAN ANDRES,Ordinario,Educación General Básica y Bachillerato,Particular,Urbana,Costa,17,322
2023-2024 Inicio,MANABI,CHONE,SAN ANTONIO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,15,207
2023-2024 Inicio,SANTA ELENA,SALINAS,JOSE LUIS TAMAYO (MUEY),Ordinario,Educación General Básica y Bachillerato,Fiscal,Rural,Costa,57,1194
2023-2024 Inicio,COTOPAXI,LATACUNGA,MULALO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,38,703
2023-2024 Inicio,CHIMBORAZO,ALAUSI,MULTITUD,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Costa,18,198
2023-2024 Inicio,GUAYAS,BALZAR,BALZAR,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,15,276
2023-2024 Inicio,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,12,120
2023-2024 Inicio,IMBABURA,ANTONIO ANTE,ATUNTAQUI,Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Sierra,15,177
2023-2024 Inicio,CARCHI,TULCAN,GONZALEZ SUAREZ,Ordinario,Educación General Básica y Bachillerato,Municipal,Urbana,Sierra,9,55
2023-2024 Inicio,MANABI,EL CARMEN,4 DE DICIEMBRE,Ordinario,Educación General Básica y Bachillerato,Municipal,Urbana,Costa,26,243
2023-2024 Inicio,PICHINCHA,QUITO,SAN JOSE DE MINAS,Ordinario,Educación General Básica y Bachillerato,Municipal,Rural,Sierra,11,154
2023-2024 Inicio,PICHINCHA,QUITO,CENTRO HISTORICO,Ordinario,"Educación General Básica, Bachillerato y Ofertas Intensivas",Municipal,Urbana,Sierra,128,2477
2023-2024 Inicio,PICHINCHA,QUITO,PONCEANO,Ordinario,"Educación General Básica, Bachillerato y Ofertas Intensivas",Municipal,Urbana,Sierra,15,209
2023-2024 Inicio,PICHINCHA,QUITO,POMASQUI,Ordinario,"Educación General Básica, Bachillerato y Ofertas Intensivas",Municipal,Rural,Sierra,153,3198
2023-2024 Inicio,PICHINCHA,QUITO,TURUBAMBA,Ordinario,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Municipal,Urbana,Sierra,100,1827
2023-2024 Inicio,PICHINCHA,QUITO,CENTRO HISTORICO,Ordinario,"Educación General Básica, Bachillerato y Ofertas Intensivas",Municipal,Urbana,Sierra,99,1852
2023-2024 Inicio,MANABI,MONTECRISTI,MONTECRISTI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Municipal,Urbana,Costa,24,275
